Order;Lot Area;Street;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;1st Flr over Lot Area;1st Flr SF;Mo Sold;Yr Sold;Sale Type;Sale Condition;SalePrice
240;9525;Pave;Edwards;1Fam;1Story;5;7;1954;1998;0,12;1172;6;2010;WD ;Normal;128000
241;10420;Pave;Edwards;1Fam;1Story;6;5;2009;2009;0,12;1212;3;2010;WD ;Normal;186000
242;17485;Pave;Edwards;1Fam;1Story;7;5;2009;2010;0,09;1508;1;2010;Con;Partial;308030
243;11200;Pave;Edwards;1Fam;1Story;5;3;1964;1964;0,12;1298;6;2010;COD;Normal;114000
244;11100;Pave;Edwards;1Fam;1Story;4;7;1946;2006;0,08;930;4;2010;WD ;Abnorml;84900
245;9206;Pave;SawyerW;1Fam;2Story;6;5;1985;1985;0,11;977;6;2010;WD ;Normal;178000
246;11980;Pave;SawyerW;1Fam;1Story;7;5;1987;1987;0,12;1433;6;2010;WD ;Normal;270000
247;12361;Pave;SawyerW;1Fam;2Story;6;7;1993;1993;0,08;964;5;2010;WD ;Normal;218000
248;9938;Pave;SawyerW;1Fam;2Story;7;5;1993;1994;0,11;1062;6;2010;WD ;Normal;236000
249;9069;Pave;SawyerW;1Fam;SFoyer;6;6;1992;1992;0,11;996;4;2010;WD ;Normal;147000
250;10475;Pave;CollgCr;1Fam;1Story;8;5;2008;2008;0,16;1694;2;2010;WD ;Normal;245350
251;6762;Pave;CollgCr;1Fam;1Story;7;5;2006;2006;0,18;1208;2;2010;WD ;Normal;206000
252;10402;Pave;CollgCr;1Fam;1Story;7;5;2009;2009;0,12;1226;5;2010;WD ;Normal;198900
253;7360;Pave;CollgCr;1Fam;1Story;7;5;2010;2010;0,17;1222;3;2010;WD ;Normal;187000
254;12376;Pave;SawyerW;1Fam;2Story;7;5;1990;1990;0,14;1699;5;2010;WD ;Normal;320000
255;14235;Pave;SawyerW;1Fam;1.5Fin;6;8;1900;1993;0,06;831;3;2010;WD ;Normal;138500
256;8816;Pave;ClearCr;1Fam;SLvl;6;7;1971;1971;0,12;1052;6;2010;WD ;Normal;155000
257;11105;Pave;CollgCr;1Fam;SFoyer;5;5;1996;1996;0,09;965;7;2010;WD ;Normal;159000
258;9337;Pave;CollgCr;1Fam;2Story;7;5;1997;1998;0,1;892;4;2010;WD ;Normal;191000
259;8750;Pave;CollgCr;1Fam;2Story;6;5;1998;1998;0,09;804;6;2010;WD ;Normal;200500
260;15240;Pave;CollgCr;1Fam;1Story;5;8;1977;2004;0,07;1026;6;2010;WD ;Normal;150000
261;10900;Pave;CollgCr;1Fam;2Story;6;7;1977;1977;0,06;689;3;2010;WD ;Normal;161750
262;10650;Pave;CollgCr;1Fam;1Story;5;6;1976;1976;0,08;894;2;2010;WD ;Normal;128200
263;7480;Pave;CollgCr;1Fam;1Story;5;6;1972;1972;0,12;876;6;2010;WD ;Normal;127000
264;10389;Pave;CollgCr;1Fam;1Story;8;5;2003;2003;0,19;1978;5;2010;WD ;Normal;318000
265;11423;Pave;CollgCr;1Fam;1Story;8;5;2001;2002;0,14;1601;5;2010;WD ;Normal;272000
266;9548;Pave;CollgCr;1Fam;2Story;7;6;2003;2003;0,1;941;1;2010;WD ;Normal;237000
267;9375;Pave;CollgCr;1Fam;2Story;7;5;1997;1997;0,11;1044;4;2010;WD ;Normal;240000
268;12137;Pave;CollgCr;1Fam;1Story;7;5;1998;1998;0,14;1661;5;2010;WD ;Normal;224900
269;4435;Pave;CollgCr;TwnhsE;1Story;6;5;2003;2003;0,19;848;4;2010;WD ;Normal;143750
270;4426;Pave;CollgCr;TwnhsE;1Story;6;5;2004;2004;0,19;848;5;2010;WD ;Normal;143000
271;10635;Pave;CollgCr;1Fam;1Story;8;5;2003;2003;0,16;1668;5;2010;WD ;Normal;232000
272;8400;Pave;CollgCr;1Fam;1Story;7;5;2004;2005;0,18;1484;5;2010;WD ;Normal;213000
273;8773;Pave;CollgCr;1Fam;1Story;7;5;2004;2004;0,16;1414;5;2010;WD ;Normal;185500
274;8777;Pave;Edwards;1Fam;1Story;3;6;1945;2007;0,07;640;4;2010;ConLD;Normal;84900
275;8842;Pave;Edwards;1Fam;1Story;5;6;1954;1954;0,11;992;1;2010;Oth;Abnorml;155891
276;9825;Pave;Edwards;Duplex;1Story;5;5;1965;1965;0,17;1664;5;2010;WD ;Normal;100000
277;10044;Pave;Edwards;1Fam;1Story;5;6;1968;1968;0,12;1196;6;2010;WD ;Normal;144000
278;11792;Pave;Edwards;1Fam;1.5Fin;4;5;1948;1950;0,07;792;6;2010;WD ;Abnorml;64000
279;6305;Pave;Edwards;1Fam;SLvl;6;6;1975;1975;0,17;1096;6;2010;WD ;Normal;125200
280;7819;Pave;Edwards;1Fam;SLvl;6;5;1976;1976;0,14;1117;3;2010;WD ;Abnorml;107000
281;6410;Pave;Edwards;1Fam;1Story;4;5;1958;1958;0,15;960;5;2010;WD ;Normal;90000
282;8546;Pave;Edwards;1Fam;1Story;4;5;2003;2004;0,13;1121;3;2010;WD ;Normal;140000
283;8741;Pave;Edwards;1Fam;1.5Fin;6;4;1945;1950;0,09;798;4;2010;WD ;Normal;113000
284;12180;Pave;Edwards;2fmCon;1.5Fin;4;4;1941;1950;0,06;672;7;2010;WD ;Normal;80000
285;8562;Pave;Edwards;1Fam;1Story;5;6;1957;2002;0,18;1526;5;2010;WD ;Normal;144500
286;4853;Pave;SWISU;1Fam;1Story;5;6;1924;1999;0,27;1296;5;2010;WD ;Normal;104000
287;6858;Pave;SWISU;1Fam;2Story;6;4;1915;1950;0,12;841;5;2010;WD ;Normal;128000
288;8212;Pave;Edwards;1Fam;1Story;3;3;1914;1950;0,11;864;6;2010;WD ;Normal;58500
289;5000;Pave;SWISU;1Fam;1.5Fin;5;6;1924;1950;0,21;1026;5;2010;WD ;Normal;127000
290;7890;Pave;SWISU;1Fam;1Story;6;6;1939;1950;0,11;856;3;2010;WD ;Normal;126000
291;7200;Pave;SWISU;Duplex;2Story;4;6;1967;1967;0,12;862;2;2010;WD ;Normal;160000
292;9839;Pave;SWISU;1Fam;1.5Fin;5;2;1931;1950;0,09;894;5;2010;WD ;Normal;100000
293;9638;Pave;SWISU;1Fam;1.5Fin;6;7;1919;1990;0,18;1699;3;2010;WD ;Normal;169000
294;10452;Pave;Crawfor;1Fam;1.5Fin;7;6;1941;1985;0,12;1225;7;2010;WD ;Normal;257500
295;15600;Pave;Crawfor;Duplex;2Story;5;6;1950;1991;0,07;1102;3;2010;WD ;Normal;215000
296;9042;Pave;Crawfor;1Fam;2Story;7;9;1941;2006;0,13;1188;5;2010;WD ;Normal;266500
297;17500;Pave;Crawfor;1Fam;1Story;7;8;1959;2002;0,11;1902;5;2010;WD ;Normal;335000
298;19645;Pave;Crawfor;1Fam;SLvl;7;6;1994;2007;0,05;896;6;2010;WD ;Normal;203135
299;3907;Pave;Blueste;TwnhsE;1Story;8;6;1989;1989;0,26;1034;4;2010;WD ;Normal;185000
300;3907;Pave;Blueste;TwnhsE;1Story;8;5;1989;1989;0,3;1191;3;2010;WD ;Normal;162500
301;15602;Pave;Crawfor;1Fam;1Story;7;8;1959;1997;0,12;1801;3;2010;WD ;Normal;289000
302;5436;Pave;IDOTRR;1Fam;1.5Fin;4;8;1922;2007;0,15;796;5;2010;WD ;Normal;125500
303;8154;Pave;IDOTRR;1Fam;1Story;2;5;1941;1950;0,07;540;4;2010;ConLw;Normal;82000
304;9140;Pave;IDOTRR;1Fam;1.5Fin;6;5;1921;1975;0,08;727;4;2010;COD;Normal;110000
305;7500;Pave;IDOTRR;1Fam;1.5Fin;4;4;1920;1950;0,09;698;4;2010;COD;Abnorml;68400
306;8712;Pave;IDOTRR;1Fam;1.5Fin;4;7;1900;1950;0,1;859;1;2010;WD ;Abnorml;102776
307;8712;Grvl;IDOTRR;1Fam;1Story;5;5;1952;1952;0,12;1044;6;2010;WD ;Alloca;55993
308;8712;Grvl;IDOTRR;1Fam;1Story;4;7;1896;1950;0,11;952;6;2010;WD ;Alloca;50138
309;3811;Pave;Crawfor;TwnhsE;1Story;8;5;2004;2005;0,43;1646;5;2010;WD ;Normal;246000
310;11050;Pave;Mitchel;1Fam;2Story;8;5;1998;1999;0,09;1036;5;2010;WD ;Normal;254900
311;9620;Pave;Mitchel;1Fam;SLvl;6;7;1977;1977;0,13;1285;5;2010;WD ;Normal;190000
312;9196;Pave;Mitchel;1Fam;1Story;7;5;2003;2003;0,17;1560;4;2010;WD ;Normal;201000
313;12328;Pave;Mitchel;1Fam;SLvl;6;5;1976;1976;0,08;1034;5;2010;WD ;Normal;169900
314;12760;Pave;Mitchel;Duplex;1Story;6;5;1976;1976;0,16;2048;3;2010;ConLD;Normal;170000
315;57200;Pave;Timber;1Fam;1Story;5;5;1948;1950;0,03;1687;6;2010;WD ;Normal;160000
316;11896;Pave;Timber;1Fam;1Story;7;5;2008;2008;0,11;1346;5;2010;WD ;Normal;220000
317;9803;Pave;Timber;1Fam;1Story;7;5;2009;2010;0,12;1214;1;2010;New;Partial;179781
318;9802;Pave;Timber;1Fam;2Story;5;5;2006;2007;0,08;744;4;2010;WD ;Normal;174000
319;12003;Pave;Timber;1Fam;2Story;8;5;2009;2010;0,06;774;5;2010;New;Partial;269500
320;11316;Pave;Timber;1Fam;2Story;7;5;2002;2003;0,07;824;2;2010;WD ;Normal;214900
321;14191;Pave;Timber;1Fam;2Story;8;5;2002;2002;0,07;993;4;2010;WD ;Normal;202900
322;13214;Pave;Timber;1Fam;1Story;9;5;2008;2009;0,15;2018;5;2010;WD ;Normal;378500
323;15300;Pave;Mitchel;1Fam;1Story;5;5;1965;1977;0,08;1264;6;2010;WD ;Normal;169000
324;10114;Pave;Mitchel;1Fam;1Story;5;5;2004;2005;0,14;1430;3;2010;WD ;Normal;173500
325;9400;Pave;Mitchel;Duplex;2Story;6;5;1971;1971;0,1;912;4;2010;WD ;Normal;139000
326;11875;Pave;Mitchel;1Fam;1Story;5;5;1999;1999;0,11;1344;6;2010;WD ;Normal;166500
327;1974;Pave;MeadowV;TwnhsE;2Story;4;5;1973;1973;0,28;546;5;2010;WD ;Normal;83500
328;2394;Pave;MeadowV;Twnhs;1Story;5;6;1973;1973;0,39;945;5;2010;WD ;Normal;119500
329;2592;Pave;MeadowV;TwnhsE;2Story;5;3;1976;1976;0,21;536;4;2010;WD ;Normal;85000
330;1476;Pave;MeadowV;Twnhs;2Story;4;7;1970;1970;0,37;546;3;2010;WD ;Normal;76000
331;1491;Pave;MeadowV;TwnhsE;SFoyer;4;6;1972;1972;0,42;630;5;2010;WD ;Normal;75500
332;1900;Pave;MeadowV;TwnhsE;2Story;4;4;1970;1970;0,29;546;6;2010;WD ;Normal;88250
333;1890;Pave;MeadowV;TwnhsE;2Story;4;6;1972;1972;0,29;546;6;2010;WD ;Normal;85500
334;6953;Pave;Mitchel;1Fam;1Story;5;7;1971;2004;0,13;874;6;2010;ConLD;Normal;130000
335;26142;Pave;Mitchel;1Fam;1Story;5;7;1962;1962;0,05;1188;4;2010;WD ;Normal;157900
336;12887;Pave;Mitchel;1Fam;1Story;5;7;1984;1984;0,06;833;4;2010;WD ;Normal;149900
337;7700;Pave;Mitchel;Duplex;2Story;5;2;1985;1986;0,16;1216;2;2010;WD ;Normal;159000
338;10475;Pave;Mitchel;1Fam;2Story;5;5;1991;1991;0,06;624;3;2010;WD ;Normal;136000
339;10544;Pave;Mitchel;1Fam;1.5Fin;5;5;1969;1969;0,08;864;4;2010;WD ;Normal;161000
340;9892;Pave;Mitchel;1Fam;1Story;8;5;1994;1995;0,18;1803;2;2010;WD ;Normal;285000
341;12961;Pave;Mitchel;1Fam;2Story;6;5;1993;1994;0,09;1152;3;2010;WD ;Normal;231000
342;13008;Pave;NAmes;1Fam;1Story;6;5;1956;1956;0,07;882;10;2009;WD ;Normal;124500
343;10200;Pave;NAmes;1Fam;1Story;6;5;1974;1974;0,14;1434;6;2009;WD ;Normal;157000
344;13860;Pave;NAmes;1Fam;SLvl;8;7;1972;1995;0,14;2000;7;2009;WD ;Normal;345000
345;10179;Pave;Gilbert;1Fam;2Story;6;5;1997;1997;0,09;945;7;2009;WD ;Normal;189500
346;11792;Pave;Gilbert;1Fam;2Story;8;5;2003;2003;0,09;1008;8;2009;WD ;Normal;270000
347;8400;Pave;Gilbert;1Fam;SLvl;7;5;1996;1997;0,11;958;6;2009;WD ;Normal;189000
348;14892;Pave;Gilbert;1Fam;1Story;9;5;2006;2007;0,12;1746;10;2009;WD ;Normal;377500
349;8530;Pave;Gilbert;1Fam;SLvl;7;5;1995;1996;0,09;804;5;2009;WD ;Normal;168500
350;7296;Pave;StoneBr;TwnhsE;1Story;8;5;2004;2005;0,35;2522;11;2009;WD ;Normal;375000
351;5664;Pave;StoneBr;TwnhsE;1Story;8;5;2000;2000;0,29;1659;10;2009;WD ;Normal;278000
352;7380;Pave;StoneBr;1Fam;1Story;8;5;1998;1998;0,2;1478;7;2009;WD ;Normal;240000
353;8013;Pave;StoneBr;TwnhsE;1Story;8;5;1995;1996;0,22;1734;9;2009;WD ;Normal;239500
354;8923;Pave;Gilbert;1Fam;SLvl;7;5;1998;1998;0,08;751;2;2009;WD ;Normal;177500
355;10141;Pave;Gilbert;1Fam;2Story;7;5;1998;1998;0,09;885;12;2009;WD ;Normal;185000
356;7500;Pave;Gilbert;1Fam;2Story;6;5;1998;1999;0,13;952;10;2009;WD ;Normal;191000
357;7837;Pave;Gilbert;1Fam;2Story;6;7;1993;1994;0,1;799;5;2009;WD ;Normal;178000
358;9765;Pave;Gilbert;1Fam;2Story;6;8;1993;1993;0,07;680;4;2009;WD ;Normal;185000
359;8803;Pave;Gilbert;1Fam;2Story;6;5;1994;1995;0,08;707;7;2009;WD ;Normal;181316
360;7250;Pave;Gilbert;1Fam;1Story;6;5;1993;1993;0,16;1190;11;2009;WD ;Normal;166000
361;9636;Pave;Gilbert;1Fam;2Story;6;5;1992;1993;0,08;808;12;2009;WD ;Normal;178000
362;8125;Pave;Gilbert;1Fam;2Story;6;5;1994;1995;0,09;702;3;2009;WD ;Normal;174000
363;9248;Pave;Gilbert;1Fam;1Story;6;6;1992;1992;0,13;1167;7;2009;WD ;Normal;173000
364;10762;Pave;Gilbert;1Fam;2Story;7;5;1999;1999;0,09;1005;5;2009;WD ;Normal;225000
365;11851;Pave;Gilbert;1Fam;1Story;7;5;1990;1990;0,12;1442;5;2009;WD ;Normal;180500
366;5814;Pave;StoneBr;TwnhsE;1Story;8;5;1984;1984;0,23;1360;8;2009;COD;Abnorml;187500
367;17423;Pave;StoneBr;1Fam;1Story;9;5;2008;2009;0,13;2234;7;2009;New;Partial;501837
368;11844;Pave;StoneBr;1Fam;1Story;8;5;2008;2008;0,17;2046;7;2009;New;Partial;372500
369;16158;Pave;StoneBr;1Fam;1Story;7;5;2005;2005;0,09;1530;6;2009;WD ;Normal;260000
370;11900;Pave;Gilbert;1Fam;2Story;5;6;1977;1977;0,08;946;7;2009;WD ;Normal;185000
371;13005;Pave;NWAmes;1Fam;2Story;7;7;1980;1980;0,09;1153;8;2009;WD ;Normal;260000
372;17043;Pave;NWAmes;1Fam;1Story;6;5;1979;1998;0,09;1586;1;2009;WD ;Normal;181000
373;11900;Pave;NWAmes;1Fam;1Story;7;5;1977;1977;0,12;1411;4;2009;WD ;Family;82500
374;16635;Pave;NWAmes;1Fam;1Story;6;7;1977;2000;0,1;1602;6;2009;WD ;Normal;215000
375;13250;Pave;NWAmes;1Fam;2Story;7;6;1978;1978;0,09;1154;5;2009;WD ;Abnorml;154000
376;10928;Pave;NWAmes;1Fam;1Story;6;6;1978;1986;0,15;1671;8;2009;WD ;Normal;200000
377;12388;Pave;NWAmes;1Fam;2Story;7;7;1980;1991;0,12;1539;8;2009;WD ;Normal;249000
378;14115;Pave;NWAmes;1Fam;SLvl;7;5;1980;1980;0,1;1472;6;2009;WD ;Normal;187500
379;11088;Pave;NWAmes;1Fam;1Story;6;5;1978;1998;0,15;1707;5;2009;WD ;Normal;184000
380;9600;Pave;NWAmes;1Fam;1Story;8;5;1981;1981;0,26;2524;7;2009;WD ;Normal;278000
381;11880;Pave;NWAmes;1Fam;1Story;7;5;1978;1978;0,13;1601;4;2009;COD;Abnorml;157000
382;10400;Pave;NWAmes;1Fam;1Story;7;5;1976;1976;0,13;1370;6;2009;WD ;Family;152000
383;10304;Pave;NWAmes;1Fam;2Story;5;7;1976;1976;0,11;1088;10;2009;WD ;Normal;197500
384;7000;Pave;Somerst;1Fam;2Story;7;5;2003;2003;0,15;1016;6;2009;WD ;Normal;240900
385;8004;Pave;Somerst;1Fam;2Story;8;5;2009;2009;0,1;832;12;2009;New;Partial;263435
386;7500;Pave;Somerst;1Fam;2Story;8;5;2000;2001;0,14;1058;3;2009;WD ;Normal;220000
387;8470;Pave;Somerst;1Fam;2Story;8;5;2002;2002;0,11;972;10;2009;WD ;Normal;235000
388;9373;Pave;NWAmes;1Fam;1Story;5;7;1975;1975;0,17;1621;6;2009;WD ;Normal;213000
389;10140;Pave;NWAmes;1Fam;1Story;6;6;1974;1974;0,11;1116;4;2009;WD ;Normal;167900
390;11050;Pave;NWAmes;1Fam;1Story;7;5;1975;1975;0,11;1193;8;2009;WD ;Normal;158000
391;10140;Pave;NWAmes;1Fam;1Story;6;5;1974;1974;0,13;1350;8;2009;WD ;Normal;165000
392;10448;Pave;NWAmes;1Fam;SLvl;6;6;1972;1972;0,13;1378;8;2009;COD;Abnorml;158000
393;9000;Pave;NAmes;Duplex;2Story;5;5;1974;1974;0,1;896;9;2009;WD ;Normal;136000
394;8750;Pave;NAmes;1Fam;1Story;5;6;1970;1970;0,11;1002;8;2009;WD ;Normal;148500
395;7930;Pave;NAmes;1Fam;1Story;6;8;1969;2005;0,13;1026;7;2009;WD ;Normal;156000
396;7830;Pave;NAmes;1Fam;1Story;5;5;1970;1970;0,15;1180;3;2009;COD;Normal;128000
397;8510;Pave;NAmes;1Fam;1Story;5;7;1971;1971;0,12;1050;7;2009;WD ;Normal;143000
398;7038;Pave;NAmes;1Fam;1Story;4;6;1970;1970;0,12;864;9;2009;WD ;Abnorml;76500
399;6960;Pave;NAmes;1Fam;1Story;4;6;1970;1970;0,12;864;11;2009;WD ;Normal;120500
400;8120;Pave;NAmes;1Fam;1Story;4;7;1970;1970;0,11;864;7;2009;WD ;Normal;124500
401;10500;Pave;NAmes;1Fam;1Story;4;6;1971;1971;0,08;864;3;2009;WD ;Abnorml;97000
402;9000;Pave;NAmes;1Fam;1Story;4;7;1971;2006;0,1;864;7;2009;WD ;Normal;130000
403;1680;Pave;BrDale;Twnhs;2Story;6;5;1973;1973;0,29;483;7;2009;WD ;Normal;111000
404;2368;Pave;BrDale;TwnhsE;2Story;5;6;1970;1970;0,32;765;5;2009;WD ;Normal;125000
405;1680;Pave;BrDale;Twnhs;2Story;5;5;1971;1971;0,38;630;5;2009;COD;Abnorml;112000
406;1680;Pave;BrDale;Twnhs;2Story;6;6;1972;1972;0,29;483;7;2009;WD ;Normal;97000
407;1680;Pave;BrDale;Twnhs;2Story;6;8;1972;2007;0,29;483;5;2009;WD ;Normal;118000
408;1680;Pave;BrDale;Twnhs;2Story;5;7;1972;1972;0,38;630;2;2009;WD ;Normal;119500
409;4928;Pave;NPkVill;TwnhsE;1Story;6;6;1976;1976;0,19;958;10;2009;WD ;Normal;143750
410;2308;Pave;NPkVill;TwnhsE;2Story;6;5;1976;1976;0,35;804;9;2009;WD ;Normal;146000
411;2280;Pave;NPkVill;Twnhs;2Story;6;6;1976;1976;0,38;855;7;2009;WD ;Normal;148500
412;2280;Pave;NPkVill;Twnhs;1Story;7;5;1975;1975;0,46;1055;8;2009;WD ;Normal;123000
413;2308;Pave;NPkVill;TwnhsE;2Story;6;5;1974;1974;0,37;855;6;2009;WD ;Normal;147000
414;2349;Pave;NPkVill;Twnhs;2Story;6;5;1977;1977;0,36;855;5;2009;WD ;Normal;137900
415;2364;Pave;NPkVill;TwnhsE;2Story;6;5;1978;1978;0,34;804;7;2009;WD ;Normal;147000
416;2289;Pave;NPkVill;Twnhs;2Story;6;6;1978;1978;0,37;855;4;2009;WD ;Normal;148500
417;2364;Pave;NPkVill;TwnhsE;2Story;6;5;1978;1978;0,36;855;4;2009;WD ;Normal;138000
418;2104;Pave;NPkVill;TwnhsE;1Story;7;6;1976;1976;0,4;836;10;2009;WD ;Normal;128500
419;7150;Pave;NAmes;1Fam;1Story;5;5;1967;1967;0,12;892;7;2009;WD ;Normal;100000
420;10710;Pave;NAmes;1Fam;1Story;5;7;1966;2004;0,1;1120;7;2009;WD ;Normal;148800
421;12456;Pave;NridgHt;1Fam;1Story;10;5;2006;2007;0,14;1718;7;2009;WD ;Normal;337500
422;14257;Pave;NridgHt;1Fam;2Story;9;5;2007;2007;0,13;1794;6;2009;WD ;Normal;462000
423;13518;Pave;NridgHt;1Fam;2Story;9;5;2008;2009;0,15;1966;7;2009;New;Partial;485000
424;15431;Pave;NridgHt;1Fam;1Story;10;5;2008;2008;0,16;2402;4;2009;WD ;Normal;555000
425;13173;Pave;NridgHt;1Fam;1Story;9;5;2006;2007;0,13;1652;11;2009;WD ;Normal;325000
426;14230;Pave;NridgHt;1Fam;1Story;8;5;2007;2007;0,11;1600;7;2009;WD ;Normal;256300
427;12704;Pave;NridgHt;1Fam;1Story;8;5;2008;2009;0,16;2042;8;2009;New;Partial;253293
428;12350;Pave;NridgHt;1Fam;2Story;9;5;2009;2009;0,11;1365;7;2009;New;Partial;398800
429;11308;Pave;NridgHt;1Fam;2Story;9;5;2008;2008;0,1;1130;7;2009;WD ;Normal;335000
430;12350;Pave;NridgHt;1Fam;1Story;9;5;2008;2008;0,16;2020;5;2009;WD ;Normal;404000
431;12220;Pave;NridgHt;1Fam;1Story;10;5;2009;2009;0,17;2020;9;2009;New;Partial;402861
432;13478;Pave;NridgHt;1Fam;2Story;10;5;2008;2008;0,13;1728;6;2009;ConLI;Normal;451950
433;13693;Pave;NridgHt;1Fam;1Story;10;5;2007;2007;0,2;2674;3;2009;WD ;Normal;610000
434;13891;Pave;NridgHt;1Fam;2Story;9;5;2008;2009;0,12;1734;1;2009;New;Partial;582933
435;11578;Pave;NridgHt;1Fam;1Story;9;5;2008;2008;0,15;1736;7;2009;WD ;Normal;360000
436;16870;Pave;NridgHt;1Fam;1Story;8;5;2004;2005;0,11;1782;4;2009;WD ;Normal;296000
437;23303;Pave;NridgHt;1Fam;2Story;8;5;2007;2007;0,06;1508;6;2009;WD ;Family;409900
438;11146;Pave;NridgHt;1Fam;1Story;8;5;2006;2006;0,15;1717;7;2009;WD ;Normal;255500
439;10367;Pave;NridgHt;1Fam;1Story;9;5;2008;2008;0,17;1743;6;2009;ConLI;Normal;335000
440;9591;Pave;NridgHt;1Fam;1Story;8;5;2004;2005;0,18;1713;1;2009;WD ;Normal;274900
441;10872;Pave;NridgHt;1Fam;1Story;9;5;2006;2006;0,14;1531;2;2009;WD ;Normal;300000
442;13514;Pave;NridgHt;1Fam;1Story;9;5;2008;2008;0,13;1808;3;2009;WD ;Normal;324000
443;8834;Pave;NridgHt;1Fam;2Story;9;5;2004;2005;0,17;1462;6;2009;WD ;Normal;350000
444;11362;Pave;NridgHt;1Fam;1Story;8;5;2004;2005;0,16;1836;3;2009;WD ;Normal;280000
445;10655;Pave;NridgHt;1Fam;1Story;8;5;2003;2004;0,15;1629;10;2009;WD ;Normal;284000
446;12878;Pave;NridgHt;1Fam;1Story;7;5;2003;2004;0,14;1760;6;2009;WD ;Normal;269500
447;9541;Pave;NridgHt;1Fam;1Story;7;5;2009;2009;0,16;1502;9;2009;New;Partial;233170
448;13472;Pave;NridgHt;1Fam;1Story;10;5;2003;2003;0,18;2392;6;2009;WD ;Normal;386250
449;15274;Pave;NridgHt;1Fam;1Story;9;5;2003;2003;0,16;2452;7;2009;WD ;Normal;445000
450;13262;Pave;NridgHt;1Fam;2Story;8;5;2003;2004;0,08;1105;6;2009;WD ;Normal;290000
451;9658;Pave;NridgHt;1Fam;1Story;8;5;2006;2006;0,17;1606;7;2009;WD ;Normal;255900
452;6904;Pave;NridgHt;TwnhsE;1Story;6;5;2005;2005;0,2;1358;8;2009;WD ;Normal;213000
453;5381;Pave;NridgHt;Twnhs;1Story;6;5;2005;2005;0,24;1306;8;2009;WD ;Normal;196000
454;5122;Pave;NridgHt;Twnhs;1Story;6;5;2005;2005;0,25;1306;3;2009;WD ;Normal;184500
455;10307;Pave;NridgHt;TwnhsE;1Story;7;5;2007;2008;0,13;1358;5;2009;WD ;Normal;212500
456;5001;Pave;NridgHt;Twnhs;1Story;7;5;2007;2008;0,26;1314;7;2009;WD ;Normal;230000
457;14836;Pave;NridgHt;1Fam;1Story;10;5;2004;2005;0,17;2492;2;2009;WD ;Abnorml;552000
458;15262;Pave;NridgHt;1Fam;1Story;8;5;2003;2004;0,14;2200;7;2009;WD ;Normal;382500
459;7390;Pave;NridgHt;TwnhsE;1Story;9;5;2008;2009;0,25;1884;5;2009;New;Partial;320000
460;6472;Pave;NridgHt;TwnhsE;1Story;9;5;2008;2008;0,22;1456;4;2009;WD ;Normal;248500
461;16770;Pave;NridgHt;1Fam;1Story;8;5;2002;2003;0,1;1712;9;2009;WD ;Normal;286500
462;6240;Pave;NridgHt;TwnhsE;1Story;8;5;2006;2006;0,21;1324;12;2009;WD ;Normal;254000
463;3480;Pave;NridgHt;TwnhsE;1Story;7;5;2003;2003;0,4;1405;11;2009;WD ;Normal;173000
464;2268;Pave;NridgHt;Twnhs;2Story;7;5;2003;2004;0,34;764;7;2009;WD ;Normal;173000
465;10928;Pave;Gilbert;1Fam;2Story;7;5;2005;2005;0,07;728;6;2009;WD ;Normal;184000
466;8918;Pave;Gilbert;1Fam;2Story;6;5;2005;2006;0,08;745;7;2009;WD ;Normal;167800
467;12589;Pave;Gilbert;1Fam;2Story;6;5;2005;2005;0,06;742;6;2009;WD ;Normal;174000
468;11911;Pave;Gilbert;1Fam;2Story;6;5;2005;2005;0,06;684;3;2009;WD ;Normal;174000
469;3684;Pave;Blmngtn;TwnhsE;1Story;7;5;2007;2007;0,42;1555;6;2009;WD ;Normal;174000
470;3635;Pave;Blmngtn;TwnhsE;1Story;7;5;2007;2007;0,43;1569;5;2009;WD ;Normal;175900
471;3182;Pave;Blmngtn;TwnhsE;1Story;7;5;2005;2006;0,49;1555;5;2009;WD ;Normal;192500
472;3182;Pave;Blmngtn;TwnhsE;1Story;7;5;2005;2006;0,47;1504;5;2009;WD ;Normal;181000
473;3182;Pave;Blmngtn;TwnhsE;1Story;7;5;2005;2006;0,38;1220;8;2009;WD ;Normal;180000
474;3182;Pave;Blmngtn;TwnhsE;1Story;7;5;2005;2006;0,36;1145;9;2009;WD ;Normal;160200
475;7795;Pave;Gilbert;1Fam;2Story;7;5;2004;2005;0,09;716;7;2009;WD ;Normal;188500
476;8068;Pave;Gilbert;1Fam;2Story;6;5;2002;2002;0,13;1010;12;2009;ConLI;Normal;200000
477;9434;Pave;Gilbert;1Fam;SLvl;7;5;2004;2005;0,08;744;8;2009;WD ;Normal;170000
478;7984;Pave;Gilbert;1Fam;2Story;7;5;2004;2005;0,11;868;9;2009;WD ;Normal;189500
479;7750;Pave;Gilbert;1Fam;SLvl;8;5;2002;2002;0,1;779;3;2009;WD ;Normal;184100
480;10125;Pave;Gilbert;1Fam;2Story;7;5;2004;2004;0,08;846;7;2009;WD ;Normal;195500
481;8965;Pave;Gilbert;1Fam;2Story;7;5;2003;2003;0,09;806;6;2009;WD ;Normal;192000
482;8174;Pave;Gilbert;1Fam;2Story;7;5;2003;2003;0,09;698;5;2009;WD ;Normal;178000
